323.26 07:29:57
323.14 07:29:58
323.78 07:29:59
323.66 07:30:00
323.98 07:30:01
322.01 07:30:02
321.65 07:30:03
321.47 07:30:04
320.35 07:30:05
321.14 07:30:06
320.58 07:30:07
319.55 07:30:08
319.42 07:30:09
319.23 07:30:10
319.12 07:30:11
318.99 07:30:12
319.06 07:30:13
318.87 07:30:14
318.54 07:30:15
310.78 07:30:16
309.89 07:30:17
308.53 07:30:18
307.68 07:30:19
307.52 07:30:20
307.41 07:29:21
307.06 07:29:22
305.59 07:29:23
305.27 07:29:24
304.33 07:29:25
303.65 07:29:26
